[2020-05-14 21:59:18.450072] [info]: adexmtsv starts.
[2020-05-14 21:59:18.453362] [info]: Backend is https server.
[2020-05-14 22:02:12.521888] [info]: set token : eyJhbGciOiJIUzI1NiIsImtpZCI6Imp3dF9zeW1tZXRyaWNfa2V5In0.eyJzY29wZSI6WyJkYXRhOnJlYWQiLCJkYXRhOndyaXRlIiwiZGF0YTpjcmVhdGUiLCJkYXRhOnNlYXJjaCIsInVzZXItcHJvZmlsZTpyZWFkIiwiYWNjb3VudDpyZWFkIiwiYWNjb3VudDp3cml0ZSJdLCJjbGllbnRfaWQiOiJQeHZKbUdZM1prOXBrV3BYOFU2dFQwUlRwVDRWdlRLSSIsImdyYW50X2lkIjoiUXFOMlJHR2ZURzEzV1VyaVpNMVhMVG5icENVbnRrNzYiLCJhdWQiOiJodHRwczovL2F1dG9kZXNrLmNvbS9hdWQvand0ZXhwNjAiLCJqdGkiOiJGSjBUUjhKT2ZMZjNpcHZ5Y1E1TGhjT2dMNkx2ckJxUjlkOEQzM1VIdVJuVlltejVlZ3RwZDZGRmpseEVlbWVlIiwidXNlcmlkIjoiS0Q1M0pRVlVHUEc2IiwiZXhwIjoxNTg5NDY0Nzc5fQ.NqHUq7p2vSJhQ3z6LikEzUxRhkE42ouP1SohdLzgvQA
[2020-05-14 22:02:12.524702] [info]: fetch material list in  with cookie:AssetList/__libraryId:BA5EE55E-9982-449B-9D66-9F036540E140__materialList:
[2020-05-14 22:02:12.525743] [info]:  download file: resource/AssetList/type=materialappearance/category= url:https://raas-assets.autodesk.com/Asset/CloudSearch?q=(and+(term+field%3D%27company%27+%27autodesk%27)(term+field%3D%27families%27+%27Prism.Fusion.2016%27)(range+field%3D%27schema_set_id%27+{,3]))&q.parser=structured&domain=materials&size=500&sort=ui_name%20asc&return=category,ui_name,immutable_asset,description,schema,keywords,identifier,thumbnail,thumbnail_full,version
[2020-05-14 22:02:12.525743] [info]: fetch material list in  with cookie:AssetList/__libraryId:user/KD53JQVUGPG6/content/private/__materialList:
[2020-05-14 22:02:12.526703] [info]:  download file: resource/AssetList/type=materialappearance/category= url:https://raas-assets.autodesk.com/Asset/CloudSearch?q=%28and%20schema_set_id:{,3]%20owner:%27KD53JQVUGPG6%27%20%29&q.parser=structured&pretty=true&domain=materials&size=500
[2020-05-14 22:02:14.083939] [info]: fetch /slib/resource/cloud/thumbnail/1/PrismWood-006.jpg with cookie:AssetList/__libraryId:BA5EE55E-9982-449B-9D66-9F036540E140__materialList:
[2020-05-14 22:02:14.083939] [info]: fetch /slib/resource/cloud/thumbnail/1/PrismWood-012.jpg with cookie:AssetList/__libraryId:BA5EE55E-9982-449B-9D66-9F036540E140__materialList:
[2020-05-14 22:02:14.084937] [info]: fetch /slib/resource/cloud/thumbnail/1/PrismWood-023.jpg with cookie:AssetList/__libraryId:BA5EE55E-9982-449B-9D66-9F036540E140__materialList:
[2020-05-14 22:02:14.084937] [info]: fetch /slib/resource/cloud/thumbnail/1/PrismWood-033.jpg with cookie:AssetList/__libraryId:BA5EE55E-9982-449B-9D66-9F036540E140__materialList:
[2020-05-14 22:02:14.084937] [info]: fetch /slib/resource/cloud/thumbnail/1/PrismWood-028.jpg with cookie:AssetList/__libraryId:BA5EE55E-9982-449B-9D66-9F036540E140__materialList:
[2020-05-14 22:02:14.084937] [info]: fetch /slib/resource/cloud/thumbnail/1/PrismWood-014.jpg with cookie:AssetList/__libraryId:BA5EE55E-9982-449B-9D66-9F036540E140__materialList:
[2020-05-14 22:02:14.084937] [info]: fetch /slib/resource/cloud/thumbnail/1/PrismWood-055.jpg with cookie:AssetList/__libraryId:BA5EE55E-9982-449B-9D66-9F036540E140__materialList:
[2020-05-14 22:02:14.085934] [info]: fetch /slib/resource/cloud/thumbnail/1/PrismWood-054.jpg with cookie:AssetList/__libraryId:BA5EE55E-9982-449B-9D66-9F036540E140__materialList:
[2020-05-14 22:02:14.085934] [info]: fetch /slib/resource/cloud/thumbnail/1/PrismWood-009.jpg with cookie:AssetList/__libraryId:BA5EE55E-9982-449B-9D66-9F036540E140__materialList:
[2020-05-14 22:02:14.085934] [info]: fetch /slib/resource/cloud/thumbnail/1/PrismWood-010.jpg with cookie:AssetList/__libraryId:BA5EE55E-9982-449B-9D66-9F036540E140__materialList:
[2020-05-14 22:02:14.085934] [info]: fetch /slib/resource/cloud/thumbnail/1/PrismWood-036.jpg with cookie:AssetList/__libraryId:BA5EE55E-9982-449B-9D66-9F036540E140__materialList:
[2020-05-14 22:02:14.085934] [info]: fetch /slib/resource/cloud/thumbnail/1/PrismWood-039.jpg with cookie:AssetList/__libraryId:BA5EE55E-9982-449B-9D66-9F036540E140__materialList:
[2020-05-14 22:02:14.085934] [info]: fetch /slib/resource/cloud/thumbnail/1/PrismWood-026.jpg with cookie:AssetList/__libraryId:BA5EE55E-9982-449B-9D66-9F036540E140__materialList:
[2020-05-14 22:02:14.086932] [info]: fetch /slib/resource/cloud/thumbnail/1/PrismWood-034.jpg with cookie:AssetList/__libraryId:BA5EE55E-9982-449B-9D66-9F036540E140__materialList:
[2020-05-14 22:02:14.086932] [info]: fetch /slib/resource/cloud/thumbnail/1/PrismWood-053.jpg with cookie:AssetList/__libraryId:BA5EE55E-9982-449B-9D66-9F036540E140__materialList:
[2020-05-14 22:02:14.086932] [info]: fetch /slib/resource/cloud/thumbnail/1/PrismWood-052.jpg with cookie:AssetList/__libraryId:BA5EE55E-9982-449B-9D66-9F036540E140__materialList:
[2020-05-14 22:02:14.086932] [info]: fetch /slib/resource/cloud/thumbnail/1/PrismWood-037.jpg with cookie:AssetList/__libraryId:BA5EE55E-9982-449B-9D66-9F036540E140__materialList:
[2020-05-14 22:02:14.087928] [info]: fetch /slib/resource/cloud/thumbnail/1/PrismWood-035.jpg with cookie:AssetList/__libraryId:BA5EE55E-9982-449B-9D66-9F036540E140__materialList:
[2020-05-14 22:02:14.087928] [info]: fetch /slib/resource/cloud/thumbnail/1/PrismWood-013.jpg with cookie:AssetList/__libraryId:BA5EE55E-9982-449B-9D66-9F036540E140__materialList:
[2020-05-14 22:02:14.087928] [info]: fetch /slib/resource/cloud/thumbnail/1/PrismWood-019.jpg with cookie:AssetList/__libraryId:BA5EE55E-9982-449B-9D66-9F036540E140__materialList:
[2020-05-14 22:02:14.088925] [info]: fetch /slib/resource/cloud/thumbnail/1/PrismWood-018.jpg with cookie:AssetList/__libraryId:BA5EE55E-9982-449B-9D66-9F036540E140__materialList:
[2020-05-14 22:02:14.088925] [info]: fetch /slib/resource/cloud/thumbnail/1/PrismWood-047.jpg with cookie:AssetList/__libraryId:BA5EE55E-9982-449B-9D66-9F036540E140__materialList:
[2020-05-14 22:02:14.088925] [info]: fetch /slib/resource/cloud/thumbnail/1/PrismWood-046.jpg with cookie:AssetList/__libraryId:BA5EE55E-9982-449B-9D66-9F036540E140__materialList:
[2020-05-14 22:02:14.088925] [info]: fetch /slib/resource/cloud/thumbnail/1/PrismWood-007.jpg with cookie:AssetList/__libraryId:BA5EE55E-9982-449B-9D66-9F036540E140__materialList:
[2020-05-14 22:02:14.088925] [info]: fetch /slib/resource/cloud/thumbnail/1/PrismWood-020.jpg with cookie:AssetList/__libraryId:BA5EE55E-9982-449B-9D66-9F036540E140__materialList:
[2020-05-14 22:02:14.089923] [info]: fetch /slib/resource/cloud/thumbnail/1/PrismWood-049.jpg with cookie:AssetList/__libraryId:BA5EE55E-9982-449B-9D66-9F036540E140__materialList:
[2020-05-14 22:02:14.089923] [info]: fetch /slib/resource/cloud/thumbnail/1/PrismWood-048.jpg with cookie:AssetList/__libraryId:BA5EE55E-9982-449B-9D66-9F036540E140__materialList:
[2020-05-14 22:02:14.089923] [info]: fetch /slib/resource/cloud/thumbnail/1/PrismWood-027.jpg with cookie:AssetList/__libraryId:BA5EE55E-9982-449B-9D66-9F036540E140__materialList:
[2020-05-14 22:02:14.089923] [info]: fetch /slib/resource/cloud/thumbnail/1/PrismWood-030.jpg with cookie:AssetList/__libraryId:BA5EE55E-9982-449B-9D66-9F036540E140__materialList:
[2020-05-14 22:02:14.089923] [info]: fetch /slib/resource/cloud/thumbnail/1/PrismWood-032.jpg with cookie:AssetList/__libraryId:BA5EE55E-9982-449B-9D66-9F036540E140__materialList:
[2020-05-14 22:02:14.089923] [info]: fetch /slib/resource/cloud/thumbnail/1/PrismWood-008.jpg with cookie:AssetList/__libraryId:BA5EE55E-9982-449B-9D66-9F036540E140__materialList:
[2020-05-14 22:02:14.090920] [info]: fetch /slib/resource/cloud/thumbnail/1/PrismWood-042.jpg with cookie:AssetList/__libraryId:BA5EE55E-9982-449B-9D66-9F036540E140__materialList:
[2020-05-14 22:02:14.090920] [info]: fetch /slib/resource/cloud/thumbnail/1/PrismWood-043.jpg with cookie:AssetList/__libraryId:BA5EE55E-9982-449B-9D66-9F036540E140__materialList:
[2020-05-14 22:02:14.090920] [info]: fetch /slib/resource/cloud/thumbnail/1/PrismWood-041.jpg with cookie:AssetList/__libraryId:BA5EE55E-9982-449B-9D66-9F036540E140__materialList:
[2020-05-14 22:02:14.090920] [info]: fetch /slib/resource/cloud/thumbnail/1/PrismWood-045.jpg with cookie:AssetList/__libraryId:BA5EE55E-9982-449B-9D66-9F036540E140__materialList:
[2020-05-14 22:02:14.090920] [info]: fetch /slib/resource/cloud/thumbnail/1/PrismWood-044.jpg with cookie:AssetList/__libraryId:BA5EE55E-9982-449B-9D66-9F036540E140__materialList:
[2020-05-14 22:02:14.090920] [info]: fetch /slib/resource/cloud/thumbnail/1/PrismWood-040.jpg with cookie:AssetList/__libraryId:BA5EE55E-9982-449B-9D66-9F036540E140__materialList:
[2020-05-14 22:02:14.091917] [info]: fetch /slib/resource/cloud/thumbnail/1/PrismWood-016.jpg with cookie:AssetList/__libraryId:BA5EE55E-9982-449B-9D66-9F036540E140__materialList:
[2020-05-14 22:02:14.091917] [info]: fetch /slib/resource/cloud/thumbnail/1/PrismWood-031.jpg with cookie:AssetList/__libraryId:BA5EE55E-9982-449B-9D66-9F036540E140__materialList:
[2020-05-14 22:02:14.091917] [info]: fetch /slib/resource/cloud/thumbnail/1/PrismWood-011.jpg with cookie:AssetList/__libraryId:BA5EE55E-9982-449B-9D66-9F036540E140__materialList:
[2020-05-14 22:02:14.091917] [info]: fetch /slib/resource/cloud/thumbnail/1/PrismWood-015.jpg with cookie:AssetList/__libraryId:BA5EE55E-9982-449B-9D66-9F036540E140__materialList:
[2020-05-14 22:02:14.091917] [info]: fetch /slib/resource/cloud/thumbnail/1/PrismWood-022.jpg with cookie:AssetList/__libraryId:BA5EE55E-9982-449B-9D66-9F036540E140__materialList:
[2020-05-14 22:02:14.091917] [info]: fetch /slib/resource/cloud/thumbnail/1/PrismWood-029.jpg with cookie:AssetList/__libraryId:BA5EE55E-9982-449B-9D66-9F036540E140__materialList:
[2020-05-14 22:02:14.091917] [info]: fetch /slib/resource/cloud/thumbnail/1/PrismWood-051.jpg with cookie:AssetList/__libraryId:BA5EE55E-9982-449B-9D66-9F036540E140__materialList:
[2020-05-14 22:02:14.091917] [info]: fetch /slib/resource/cloud/thumbnail/1/PrismWood-050.jpg with cookie:AssetList/__libraryId:BA5EE55E-9982-449B-9D66-9F036540E140__materialList:
[2020-05-14 22:02:14.092915] [info]: fetch /slib/resource/cloud/thumbnail/1/PrismWood-021.jpg with cookie:AssetList/__libraryId:BA5EE55E-9982-449B-9D66-9F036540E140__materialList:
[2020-05-14 22:02:14.092915] [info]: fetch /slib/resource/cloud/thumbnail/1/PrismWood-025.jpg with cookie:AssetList/__libraryId:BA5EE55E-9982-449B-9D66-9F036540E140__materialList:
[2020-05-14 22:02:14.092915] [info]: fetch /slib/resource/cloud/thumbnail/1/PrismWood-017.jpg with cookie:AssetList/__libraryId:BA5EE55E-9982-449B-9D66-9F036540E140__materialList:
[2020-05-14 22:02:14.092915] [info]: fetch /slib/resource/cloud/thumbnail/1/PrismWood-024.jpg with cookie:AssetList/__libraryId:BA5EE55E-9982-449B-9D66-9F036540E140__materialList:
[2020-05-14 22:02:14.092915] [info]: fetch /slib/resource/cloud/thumbnail/1/PrismWood-038.jpg with cookie:AssetList/__libraryId:BA5EE55E-9982-449B-9D66-9F036540E140__materialList:
[2020-05-14 22:02:14.093912] [info]: fetch /slib/resource/cloud/thumbnail/1/Prism-017.jpg with cookie:AssetList/__libraryId:BA5EE55E-9982-449B-9D66-9F036540E140__materialList:
[2020-05-14 22:02:14.094909] [info]: fetch /slib/resource/cloud/thumbnail/1/Prism-018.jpg with cookie:AssetList/__libraryId:BA5EE55E-9982-449B-9D66-9F036540E140__materialList:
[2020-05-14 22:02:14.094909] [info]: fetch /slib/resource/cloud/thumbnail/1/Prism-218.jpg with cookie:AssetList/__libraryId:BA5EE55E-9982-449B-9D66-9F036540E140__materialList:
[2020-05-14 22:02:14.094909] [info]: fetch /slib/resource/cloud/thumbnail/1/Prism-026.jpg with cookie:AssetList/__libraryId:BA5EE55E-9982-449B-9D66-9F036540E140__materialList:
[2020-05-14 22:02:14.094909] [info]: fetch /slib/resource/cloud/thumbnail/1/Prism-024.jpg with cookie:AssetList/__libraryId:BA5EE55E-9982-449B-9D66-9F036540E140__materialList:
[2020-05-14 22:02:14.094909] [info]: fetch /slib/resource/cloud/thumbnail/1/Prism-025.jpg with cookie:AssetList/__libraryId:BA5EE55E-9982-449B-9D66-9F036540E140__materialList:
[2020-05-14 22:02:14.095907] [info]: fetch /slib/resource/cloud/thumbnail/1/Prism-023.jpg with cookie:AssetList/__libraryId:BA5EE55E-9982-449B-9D66-9F036540E140__materialList:
[2020-05-14 22:02:14.095907] [info]: fetch /slib/resource/cloud/thumbnail/1/Prism-336.jpg with cookie:AssetList/__libraryId:BA5EE55E-9982-449B-9D66-9F036540E140__materialList:
[2020-05-14 22:02:14.095907] [info]: fetch /slib/resource/cloud/thumbnail/1/Prism-219.jpg with cookie:AssetList/__libraryId:BA5EE55E-9982-449B-9D66-9F036540E140__materialList:
[2020-05-14 22:02:14.095907] [info]: fetch /slib/resource/cloud/thumbnail/1/Prism-021.jpg with cookie:AssetList/__libraryId:BA5EE55E-9982-449B-9D66-9F036540E140__materialList:
[2020-05-14 22:02:14.095907] [info]: fetch /slib/resource/cloud/thumbnail/1/Prism-022.jpg with cookie:AssetList/__libraryId:BA5EE55E-9982-449B-9D66-9F036540E140__materialList:
[2020-05-14 22:02:14.095907] [info]: fetch /slib/resource/cloud/thumbnail/1/Prism-020.jpg with cookie:AssetList/__libraryId:BA5EE55E-9982-449B-9D66-9F036540E140__materialList:
[2020-05-14 22:02:14.096904] [info]: fetch /slib/resource/cloud/thumbnail/1/Prism-019.jpg with cookie:AssetList/__libraryId:BA5EE55E-9982-449B-9D66-9F036540E140__materialList:
[2020-05-14 22:02:14.096904] [info]: fetch /slib/resource/cloud/thumbnail/1/Prism-220.jpg with cookie:AssetList/__libraryId:BA5EE55E-9982-449B-9D66-9F036540E140__materialList:
[2020-05-14 22:02:14.096904] [info]: fetch /slib/resource/cloud/thumbnail/1/Prism-173.jpg with cookie:AssetList/__libraryId:BA5EE55E-9982-449B-9D66-9F036540E140__materialList:
[2020-05-14 22:02:14.096904] [info]: fetch /slib/resource/cloud/thumbnail/1/Prism-323.jpg with cookie:AssetList/__libraryId:BA5EE55E-9982-449B-9D66-9F036540E140__materialList:
[2020-05-14 22:02:14.096904] [info]: fetch /slib/resource/cloud/thumbnail/1/Prism-629.jpg with cookie:AssetList/__libraryId:BA5EE55E-9982-449B-9D66-9F036540E140__materialList:
[2020-05-14 22:02:14.097902] [info]: fetch /slib/resource/cloud/thumbnail/1/Prism-632.jpg with cookie:AssetList/__libraryId:BA5EE55E-9982-449B-9D66-9F036540E140__materialList:
[2020-05-14 22:02:14.097902] [info]: fetch /slib/resource/cloud/thumbnail/1/Prism-631.jpg with cookie:AssetList/__libraryId:BA5EE55E-9982-449B-9D66-9F036540E140__materialList:
[2020-05-14 22:02:14.097902] [info]: fetch /slib/resource/cloud/thumbnail/1/Prism-630.jpg with cookie:AssetList/__libraryId:BA5EE55E-9982-449B-9D66-9F036540E140__materialList:
[2020-05-14 22:02:14.097902] [info]: fetch /slib/resource/cloud/thumbnail/1/Prism-039.jpg with cookie:AssetList/__libraryId:BA5EE55E-9982-449B-9D66-9F036540E140__materialList:
[2020-05-14 22:02:14.097902] [info]: fetch /slib/resource/cloud/thumbnail/1/Prism-334.jpg with cookie:AssetList/__libraryId:BA5EE55E-9982-449B-9D66-9F036540E140__materialList:
[2020-05-14 22:02:14.098900] [info]: fetch /slib/resource/cloud/thumbnail/1/Prism-352.jpg with cookie:AssetList/__libraryId:BA5EE55E-9982-449B-9D66-9F036540E140__materialList:
[2020-05-14 22:02:14.098900] [info]: fetch /slib/resource/cloud/thumbnail/1/Prism-335.jpg with cookie:AssetList/__libraryId:BA5EE55E-9982-449B-9D66-9F036540E140__materialList:
[2020-05-14 22:02:14.098900] [info]: fetch /slib/resource/cloud/thumbnail/1/Prism-041.jpg with cookie:AssetList/__libraryId:BA5EE55E-9982-449B-9D66-9F036540E140__materialList:
[2020-05-14 22:02:14.098900] [info]: fetch /slib/resource/cloud/thumbnail/1/Prism-037.jpg with cookie:AssetList/__libraryId:BA5EE55E-9982-449B-9D66-9F036540E140__materialList:
[2020-05-14 22:02:14.098900] [info]: fetch /slib/resource/cloud/thumbnail/1/Prism-038.jpg with cookie:AssetList/__libraryId:BA5EE55E-9982-449B-9D66-9F036540E140__materialList:
[2020-05-14 22:02:14.098900] [info]: fetch /slib/resource/cloud/thumbnail/1/Prism-036.jpg with cookie:AssetList/__libraryId:BA5EE55E-9982-449B-9D66-9F036540E140__materialList:
[2020-05-14 22:02:14.099895] [info]: fetch /slib/resource/cloud/thumbnail/1/Prism-035.jpg with cookie:AssetList/__libraryId:BA5EE55E-9982-449B-9D66-9F036540E140__materialList:
[2020-05-14 22:02:14.099895] [info]: fetch /slib/resource/cloud/thumbnail/1/Prism-043.jpg with cookie:AssetList/__libraryId:BA5EE55E-9982-449B-9D66-9F036540E140__materialList:
[2020-05-14 22:02:14.099895] [info]: fetch /slib/resource/cloud/thumbnail/1/Prism-002.jpg with cookie:AssetList/__libraryId:BA5EE55E-9982-449B-9D66-9F036540E140__materialList:
[2020-05-14 22:02:14.099895] [info]: fetch /slib/resource/cloud/thumbnail/1/Prism-247.jpg with cookie:AssetList/__libraryId:BA5EE55E-9982-449B-9D66-9F036540E140__materialList:
[2020-05-14 22:02:14.099895] [info]: fetch /slib/resource/cloud/thumbnail/1/Prism-139.jpg with cookie:AssetList/__libraryId:BA5EE55E-9982-449B-9D66-9F036540E140__materialList:
[2020-05-14 22:02:14.100893] [info]: fetch /slib/resource/cloud/thumbnail/1/Prism-174.jpg with cookie:AssetList/__libraryId:BA5EE55E-9982-449B-9D66-9F036540E140__materialList:
[2020-05-14 22:02:14.100893] [info]: fetch /slib/resource/cloud/thumbnail/1/Prism-175.jpg with cookie:AssetList/__libraryId:BA5EE55E-9982-449B-9D66-9F036540E140__materialList:
[2020-05-14 22:02:14.100893] [info]: fetch /slib/resource/cloud/thumbnail/1/Prism-048.jpg with cookie:AssetList/__libraryId:BA5EE55E-9982-449B-9D66-9F036540E140__materialList:
[2020-05-14 22:02:14.100893] [info]: fetch /slib/resource/cloud/thumbnail/1/Prism-051.jpg with cookie:AssetList/__libraryId:BA5EE55E-9982-449B-9D66-9F036540E140__materialList:
[2020-05-14 22:02:14.101890] [info]: fetch /slib/resource/cloud/thumbnail/1/Prism-403.jpg with cookie:AssetList/__libraryId:BA5EE55E-9982-449B-9D66-9F036540E140__materialList:
[2020-05-14 22:02:14.101890] [info]: fetch /slib/resource/cloud/thumbnail/1/Prism-404.jpg with cookie:AssetList/__libraryId:BA5EE55E-9982-449B-9D66-9F036540E140__materialList:
[2020-05-14 22:02:14.101890] [info]: fetch /slib/resource/cloud/thumbnail/1/Prism-405.jpg with cookie:AssetList/__libraryId:BA5EE55E-9982-449B-9D66-9F036540E140__materialList:
[2020-05-14 22:02:14.101890] [info]: fetch /slib/resource/cloud/thumbnail/1/Prism-406.jpg with cookie:AssetList/__libraryId:BA5EE55E-9982-449B-9D66-9F036540E140__materialList:
[2020-05-14 22:02:14.101890] [info]: fetch /slib/resource/cloud/thumbnail/1/Prism-413.jpg with cookie:AssetList/__libraryId:BA5EE55E-9982-449B-9D66-9F036540E140__materialList:
[2020-05-14 22:02:14.101890] [info]: fetch /slib/resource/cloud/thumbnail/1/Prism-398.jpg with cookie:AssetList/__libraryId:BA5EE55E-9982-449B-9D66-9F036540E140__materialList:
[2020-05-14 22:02:14.101890] [info]: fetch /slib/resource/cloud/thumbnail/1/Prism-399.jpg with cookie:AssetList/__libraryId:BA5EE55E-9982-449B-9D66-9F036540E140__materialList:
[2020-05-14 22:02:14.102887] [info]: fetch /slib/resource/cloud/thumbnail/1/Prism-400.jpg with cookie:AssetList/__libraryId:BA5EE55E-9982-449B-9D66-9F036540E140__materialList:
[2020-05-14 22:02:14.102887] [info]: fetch /slib/resource/cloud/thumbnail/1/Prism-401.jpg with cookie:AssetList/__libraryId:BA5EE55E-9982-449B-9D66-9F036540E140__materialList:
[2020-05-14 22:02:14.102887] [info]: fetch /slib/resource/cloud/thumbnail/1/Prism-402.jpg with cookie:AssetList/__libraryId:BA5EE55E-9982-449B-9D66-9F036540E140__materialList:
[2020-05-14 22:02:14.102887] [info]: fetch /slib/resource/cloud/thumbnail/1/Prism-407.jpg with cookie:AssetList/__libraryId:BA5EE55E-9982-449B-9D66-9F036540E140__materialList:
[2020-05-14 22:02:14.102887] [info]: fetch /slib/resource/cloud/thumbnail/1/Prism-408.jpg with cookie:AssetList/__libraryId:BA5EE55E-9982-449B-9D66-9F036540E140__materialList:
[2020-05-14 22:02:14.102887] [info]: fetch /slib/resource/cloud/thumbnail/1/Prism-409.jpg with cookie:AssetList/__libraryId:BA5EE55E-9982-449B-9D66-9F036540E140__materialList:
[2020-05-14 22:02:14.103886] [info]: fetch /slib/resource/cloud/thumbnail/1/Prism-410.jpg with cookie:AssetList/__libraryId:BA5EE55E-9982-449B-9D66-9F036540E140__materialList:
[2020-05-14 22:02:14.103886] [info]: fetch /slib/resource/cloud/thumbnail/1/Prism-411.jpg with cookie:AssetList/__libraryId:BA5EE55E-9982-449B-9D66-9F036540E140__materialList:
[2020-05-14 22:02:14.103886] [info]: fetch /slib/resource/cloud/thumbnail/1/Prism-412.jpg with cookie:AssetList/__libraryId:BA5EE55E-9982-449B-9D66-9F036540E140__materialList:
[2020-05-14 22:02:14.103886] [info]: fetch /slib/resource/cloud/thumbnail/1/Prism-235.jpg with cookie:AssetList/__libraryId:BA5EE55E-9982-449B-9D66-9F036540E140__materialList:
[2020-05-14 22:02:14.103886] [info]: fetch /slib/resource/cloud/thumbnail/1/Prism-215.jpg with cookie:AssetList/__libraryId:BA5EE55E-9982-449B-9D66-9F036540E140__materialList:
[2020-05-14 22:02:14.103886] [info]: fetch /slib/resource/cloud/thumbnail/1/Prism-217.jpg with cookie:AssetList/__libraryId:BA5EE55E-9982-449B-9D66-9F036540E140__materialList:
[2020-05-14 22:02:14.104883] [info]: fetch /slib/resource/cloud/thumbnail/1/Prism-627.jpg with cookie:AssetList/__libraryId:BA5EE55E-9982-449B-9D66-9F036540E140__materialList:
[2020-05-14 22:02:14.104883] [info]: fetch /slib/resource/cloud/thumbnail/1/Prism-233.jpg with cookie:AssetList/__libraryId:BA5EE55E-9982-449B-9D66-9F036540E140__materialList:
[2020-05-14 22:02:14.104883] [info]: fetch /slib/resource/cloud/thumbnail/1/Prism-214.jpg with cookie:AssetList/__libraryId:BA5EE55E-9982-449B-9D66-9F036540E140__materialList:
[2020-05-14 22:02:14.104883] [info]: fetch /slib/resource/cloud/thumbnail/1/Prism-216.jpg with cookie:AssetList/__libraryId:BA5EE55E-9982-449B-9D66-9F036540E140__materialList:
[2020-05-14 22:02:14.105880] [info]: fetch /slib/resource/cloud/thumbnail/1/Prism-158.jpg with cookie:AssetList/__libraryId:BA5EE55E-9982-449B-9D66-9F036540E140__materialList:
[2020-05-14 22:02:14.105880] [info]: fetch /slib/resource/cloud/thumbnail/1/Prism-159.jpg with cookie:AssetList/__libraryId:BA5EE55E-9982-449B-9D66-9F036540E140__materialList:
[2020-05-14 22:02:14.106877] [info]: fetch /slib/resource/cloud/thumbnail/1/Prism-160.jpg with cookie:AssetList/__libraryId:BA5EE55E-9982-449B-9D66-9F036540E140__materialList:
[2020-05-14 22:02:14.106877] [info]: fetch /slib/resource/cloud/thumbnail/1/Prism-161.jpg with cookie:AssetList/__libraryId:BA5EE55E-9982-449B-9D66-9F036540E140__materialList:
[2020-05-14 22:02:14.106877] [info]: fetch /slib/resource/cloud/thumbnail/1/Prism-162.jpg with cookie:AssetList/__libraryId:BA5EE55E-9982-449B-9D66-9F036540E140__materialList:
[2020-05-14 22:02:14.107875] [info]: fetch /slib/resource/cloud/thumbnail/1/Prism-176.jpg with cookie:AssetList/__libraryId:BA5EE55E-9982-449B-9D66-9F036540E140__materialList:
[2020-05-14 22:02:14.107875] [info]: fetch /slib/resource/cloud/thumbnail/1/Prism-633.jpg with cookie:AssetList/__libraryId:BA5EE55E-9982-449B-9D66-9F036540E140__materialList:
[2020-05-14 22:02:14.107875] [info]: fetch /slib/resource/cloud/thumbnail/1/Prism-395.jpg with cookie:AssetList/__libraryId:BA5EE55E-9982-449B-9D66-9F036540E140__materialList:
